season,daynum,wteamname,wseed,wseed_orig,wteamid,wscore,lteamname,lseed,lseed_org,lteamid,lscore,wloc,numot,point_spread,total_games,round,round_order
2004,145,Oklahoma St,2,Y02,1329,64,St Joseph's PA,1,Y01,1386,62,N,0,2,64,Elite Eight,Elite Eight
2004,146,Duke,1,W01,1181,66,Xavier,7,W07,1462,63,N,0,3,64,Elite Eight,Elite Eight
2004,146,Georgia Tech,3,Z03,1210,79,Kansas,4,Z04,1242,71,N,1,8,64,Elite Eight,Elite Eight
2004,152,Connecticut,2,X02,1163,79,Duke,1,W01,1181,78,N,0,1,64,Final Four,Final Four
2004,152,Georgia Tech,3,Z03,1210,67,Oklahoma St,2,Y02,1329,65,N,0,2,64,Final Four,Final Four
2004,154,Connecticut,2,X02,1163,82,Georgia Tech,3,Z03,1210,73,N,0,9,64,Championship,Championship
2005,134,Oakland,16,Z16b,1324,79,Alabama A&M,16,Z16a,1105,69,N,0,10,64,Opening Round,First Four
2005,136,Illinois,1,X01,1228,67,F Dickinson,16,X16,1192,55,N,0,12,64,Round of 64,Round of 64
2005,136,UAB,11,X11,1412,82,LSU,6,X06,1261,68,N,0,14,64,Round of 64,Round of 64
2005,136,Arizona,3,X03,1112,66,Utah St,14,X14,1429,53,N,0,13,64,Round of 64,Round of 64
2005,136,Kentucky,2,Y02,1246,72,E Kentucky,15,Y15,1184,64,N,0,8,64,Round of 64,Round of 64
2005,136,West Virginia,7,W07,1452,63,Creighton,10,W10,1166,61,N,0,2,64,Round of 64,Round of 64
2005,136,Gonzaga,3,W03,1211,74,Winthrop,14,W14,1457,64,N,0,10,64,Round of 64,Round of 64
2005,136,Washington,1,W01,1449,88,Montana,16,W16,1285,77,N,0,11,64,Round of 64,Round of 64
2005,136,Utah,6,Y06,1428,60,UTEP,11,Y11,1431,54,N,0,6,64,Round of 64,Round of 64
2005,136,Wake Forest,2,W02,1448,70,Chattanooga,15,W15,1151,54,N,0,16,64,Round of 64,Round of 64
2005,136,Cincinnati,7,Y07,1153,76,Iowa,10,Y10,1234,64,N,0,12,64,Round of 64,Round of 64
2005,136,WI Milwaukee,12,X12,1454,83,Alabama,5,X05,1104,73,N,0,10,64,Round of 64,Round of 64
2005,136,Texas Tech,6,W06,1403,78,UCLA,11,W11,1417,66,N,0,12,64,Round of 64,Round of 64
2005,136,Nevada,9,X09,1305,61,Texas,8,X08,1400,57,N,0,4,64,Round of 64,Round of 64
2005,136,Oklahoma,3,Y03,1328,84,Niagara,14,Y14,1310,67,N,0,17,64,Round of 64,Round of 64
2005,136,Boston College,4,X04,1130,85,Penn,13,X13,1335,65,N,0,20,64,Round of 64,Round of 64
2005,136,Pacific,8,W08,1334,79,Pittsburgh,9,W09,1338,71,N,0,8,64,Round of 64,Round of 64
2005,137,Iowa St,9,Z09,1235,64,Minnesota,8,Z08,1278,53,N,0,11,64,Round of 64,Round of 64
2005,137,Connecticut,2,Z02,1163,77,UCF,15,Z15,1416,71,N,0,6,64,Round of 64,Round of 64
2005,137,Georgia Tech,5,W05,1210,80,G Washington,12,W12,1203,68,N,0,12,64,Round of 64,Round of 64
2005,137,Vermont,13,Y13,1436,60,Syracuse,4,Y04,1393,57,N,1,3,64,Round of 64,Round of 64
2005,137,Villanova,5,Z05,1437,55,New Mexico,12,Z12,1307,47,N,0,8,64,Round of 64,Round of 64
2005,137,Duke,1,Y01,1181,57,Delaware St,16,Y16,1175,46,N,0,11,64,Round of 64,Round of 64
2005,137,Oklahoma St,2,X02,1329,63,SE Louisiana,15,X15,1368,50,N,0,13,64,Round of 64,Round of 64
2005,137,Michigan St,5,Y05,1277,89,Old Dominion,12,Y12,1330,81,N,0,8,64,Round of 64,Round of 64
2005,137,Wisconsin,6,Z06,1458,57,Northern Iowa,11,Z11,1320,52,N,0,5,64,Round of 64,Round of 64
2005,137,North Carolina,1,Z01,1314,96,Oakland,16,Z16b,1324,68,N,0,28,64,Round of 64,Round of 64
2005,137,NC State,10,Z10,1301,75,Charlotte,7,Z07,1150,63,N,0,12,64,Round of 64,Round of 64
2005,137,S Illinois,7,X07,1356,65,St Mary's CA,10,X10,1388,56,N,0,9,64,Round of 64,Round of 64
2005,137,Bucknell,14,Z14,1137,64,Kansas,3,Z03,1242,63,N,0,1,64,Round of 64,Round of 64
2005,137,Mississippi St,9,Y09,1280,93,Stanford,8,Y08,1390,70,N,0,23,64,Round of 64,Round of 64
2005,137,Louisville,4,W04,1257,68,Louisiana,13,W13,1418,62,N,0,6,64,Round of 64,Round of 64
2005,137,Florida,4,Z04,1196,67,Ohio,13,Z13,1325,62,N,0,5,64,Round of 64,Round of 64
2005,138,Utah,6,Y06,1428,67,Oklahoma,3,Y03,1328,58,N,0,9,64,Round of 32,Round of 32
2005,138,Illinois,1,X01,1228,71,Nevada,9,X09,1305,59,N,0,12,64,Round of 32,Round of 32
2005,138,Arizona,3,X03,1112,85,UAB,11,X11,1412,63,N,0,22,64,Round of 32,Round of 32
2005,138,WI Milwaukee,12,X12,1454,83,Boston College,4,X04,1130,75,N,0,8,64,Round of 32,Round of 32
2005,138,West Virginia,7,W07,1452,111,Wake Forest,2,W02,1448,105,N,2,6,64,Round of 32,Round of 32
2005,138,Kentucky,2,Y02,1246,69,Cincinnati,7,Y07,1153,60,N,0,9,64,Round of 32,Round of 32
2005,138,Washington,1,W01,1449,97,Pacific,8,W08,1334,79,N,0,18,64,Round of 32,Round of 32
2005,138,Texas Tech,6,W06,1403,71,Gonzaga,3,W03,1211,69,N,0,2,64,Round of 32,Round of 32
2005,139,Villanova,5,Z05,1437,76,Florida,4,Z04,1196,65,N,0,11,64,Round of 32,Round of 32
2005,139,Michigan St,5,Y05,1277,72,Vermont,13,Y13,1436,61,N,0,11,64,Round of 32,Round of 32
2005,139,Duke,1,Y01,1181,63,Mississippi St,9,Y09,1280,55,N,0,8,64,Round of 32,Round of 32
2005,139,Oklahoma St,2,X02,1329,85,S Illinois,7,X07,1356,77,N,0,8,64,Round of 32,Round of 32
2005,139,Wisconsin,6,Z06,1458,71,Bucknell,14,Z14,1137,62,N,0,9,64,Round of 32,Round of 32
2005,139,NC State,10,Z10,1301,65,Connecticut,2,Z02,1163,62,N,0,3,64,Round of 32,Round of 32
2005,139,North Carolina,1,Z01,1314,92,Iowa St,9,Z09,1235,65,N,0,27,64,Round of 32,Round of 32
2005,139,Louisville,4,W04,1257,76,Georgia Tech,5,W05,1210,54,N,0,22,64,Round of 32,Round of 32
2005,143,Illinois,1,X01,1228,77,WI Milwaukee,12,X12,1454,63,N,0,14,64,Sweet 16,Sweet 16
2005,143,Arizona,3,X03,1112,79,Oklahoma St,2,X02,1329,78,N,0,1,64,Sweet 16,Sweet 16
2005,143,West Virginia,7,W07,1452,65,Texas Tech,6,W06,1403,60,N,0,5,64,Sweet 16,Sweet 16
2005,143,Louisville,4,W04,1257,93,Washington,1,W01,1449,79,N,0,14,64,Sweet 16,Sweet 16
2005,144,Michigan St,5,Y05,1277,78,Duke,1,Y01,1181,68,N,0,10,64,Sweet 16,Sweet 16
2005,144,Wisconsin,6,Z06,1458,65,NC State,10,Z10,1301,56,N,0,9,64,Sweet 16,Sweet 16
2005,144,Kentucky,2,Y02,1246,62,Utah,6,Y06,1428,52,N,0,10,64,Sweet 16,Sweet 16
2005,144,North Carolina,1,Z01,1314,67,Villanova,5,Z05,1437,66,N,0,1,64,Sweet 16,Sweet 16
2005,145,Illinois,1,X01,1228,90,Arizona,3,X03,1112,89,N,1,1,64,Elite Eight,Elite Eight
2005,145,Louisville,4,W04,1257,93,West Virginia,7,W07,1452,85,N,1,8,64,Elite Eight,Elite Eight
2005,146,Michigan St,5,Y05,1277,94,Kentucky,2,Y02,1246,88,N,2,6,64,Elite Eight,Elite Eight
2005,146,North Carolina,1,Z01,1314,88,Wisconsin,6,Z06,1458,82,N,0,6,64,Elite Eight,Elite Eight
2005,152,Illinois,1,X01,1228,72,Louisville,4,W04,1257,57,N,0,15,64,Final Four,Final Four
2005,152,North Carolina,1,Z01,1314,87,Michigan St,5,Y05,1277,71,N,0,16,64,Final Four,Final Four
2005,154,North Carolina,1,Z01,1314,75,Illinois,1,X01,1228,70,N,0,5,64,Championship,Championship
2006,134,Monmouth NJ,16,Y16b,1284,71,Hampton,16,Y16a,1214,49,N,0,22,64,Opening Round,First Four
2006,136,Tennessee,2,Z02,1397,63,Winthrop,15,Z15,1457,61,N,0,2,64,Round of 64,Round of 64
2006,136,Boston College,4,Y04,1130,88,Pacific,13,Y13,1334,76,N,2,12,64,Round of 64,Round of 64
2006,136,LSU,4,W04,1261,80,Iona,13,W13,1233,64,N,0,16,64,Round of 64,Round of 64
2006,136,G Washington,8,W08,1203,88,UNC Wilmington,9,W09,1423,85,N,1,3,64,Round of 64,Round of 64
2006,136,Montana,12,Y12,1285,87,Nevada,5,Y05,1305,79,N,0,8,64,Round of 64,Round of 64
2006,136,Alabama,10,X10,1104,90,Marquette,7,X07,1266,85,N,0,5,64,Round of 64,Round of 64
2006,136,Duke,1,W01,1181,70,Southern Univ,16,W16,1380,54,N,0,16,64,Round of 64,Round of 64
2006,136,Indiana,6,X06,1231,87,San Diego St,11,X11,1361,83,N,0,4,64,Round of 64,Round of 64
2006,136,Wichita St,7,Z07,1455,86,Seton Hall,10,Z10,1371,66,N,0,20,64,Round of 64,Round of 64
2006,136,WI Milwaukee,11,Y11,1454,82,Oklahoma,6,Y06,1328,74,N,0,8,64,Round of 64,Round of 64
2006,136,UCLA,2,X02,1417,78,Belmont,15,X15,1125,44,N,0,34,64,Round of 64,Round of 64
2006,136,Washington,5,Z05,1449,75,Utah St,12,Z12,1429,61,N,0,14,64,Round of 64,Round of 64
2006,136,Gonzaga,3,X03,1211,79,Xavier,14,X14,1462,75,N,0,4,64,Round of 64,Round of 64
2006,136,Illinois,4,Z04,1228,78,Air Force,13,Z13,1102,69,N,0,9,64,Round of 64,Round of 64
2006,136,Texas A&M,12,W12,1401,66,Syracuse,5,W05,1393,58,N,0,8,64,Round of 64,Round of 64
2006,136,Florida,3,Y03,1196,76,South Alabama,14,Y14,1375,50,N,0,26,64,Round of 64,Round of 64
2006,137,Arizona,8,Y08,1112,94,Wisconsin,9,Y09,1458,75,N,0,19,64,Round of 64,Round of 64
2006,137,Connecticut,1,Z01,1163,72,SUNY Albany,16,Z16,1107,59,N,0,13,64,Round of 64,Round of 64
2006,137,Pittsburgh,5,X05,1338,79,Kent,12,X12,1245,64,N,0,15,64,Round of 64,Round of 64
2006,137,Bradley,13,X13,1133,77,Kansas,4,X04,1242,73,N,0,4,64,Round of 64,Round of 64
2006,137,Kentucky,8,Z08,1246,69,UAB,9,Z09,1412,64,N,0,5,64,Round of 64,Round of 64
2006,137,West Virginia,6,W06,1452,64,S Illinois,11,W11,1356,46,N,0,18,64,Round of 64,Round of 64
2006,137,Northwestern LA,14,W14,1322,64,Iowa,3,W03,1234,63,N,0,1,64,Round of 64,Round of 64
2006,137,North Carolina,3,Z03,1314,69,Murray St,14,Z14,1293,65,N,0,4,64,Round of 64,Round of 64
2006,137,Georgetown,7,Y07,1207,54,Northern Iowa,10,Y10,1320,49,N,0,5,64,Round of 64,Round of 64
2006,137,Bucknell,9,X09,1137,59,Arkansas,8,X08,1116,55,N,0,4,64,Round of 64,Round of 64
2006,137,Ohio St,2,Y02,1326,70,Davidson,15,Y15,1172,62,N,0,8,64,Round of 64,Round of 64
2006,137,Villanova,1,Y01,1437,58,Monmouth NJ,16,Y16b,1284,45,N,0,13,64,Round of 64,Round of 64
2006,137,Memphis,1,X01,1272,94,Oral Roberts,16,X16,1331,78,N,0,16,64,Round of 64,Round of 64
2006,137,NC State,10,W10,1301,58,California,7,W07,1143,52,N,0,6,64,Round of 64,Round of 64
2006,137,George Mason,11,Z11,1206,75,Michigan St,6,Z06,1277,65,N,0,10,64,Round of 64,Round of 64
2006,137,Texas,2,W02,1400,60,Penn,15,W15,1335,52,N,0,8,64,Round of 64,Round of 64
2006,138,Florida,3,Y03,1196,82,WI Milwaukee,11,Y11,1454,60,N,0,22,64,Round of 32,Round of 32
2006,138,Boston College,4,Y04,1130,69,Montana,12,Y12,1285,56,N,0,13,64,Round of 32,Round of 32
2006,138,Wichita St,7,Z07,1455,80,Tennessee,2,Z02,1397,73,N,0,7,64,Round of 32,Round of 32
2006,138,Duke,1,W01,1181,74,G Washington,8,W08,1203,61,N,0,13,64,Round of 32,Round of 32
2006,138,Washington,5,Z05,1449,67,Illinois,4,Z04,1228,64,N,0,3,64,Round of 32,Round of 32
2006,138,LSU,4,W04,1261,58,Texas A&M,12,W12,1401,57,N,0,1,64,Round of 32,Round of 32
2006,138,Gonzaga,3,X03,1211,90,Indiana,6,X06,1231,80,N,0,10,64,Round of 32,Round of 32
2006,138,UCLA,2,X02,1417,62,Alabama,10,X10,1104,59,N,0,3,64,Round of 32,Round of 32
2006,139,Memphis,1,X01,1272,72,Bucknell,9,X09,1137,56,N,0,16,64,Round of 32,Round of 32
2006,139,Georgetown,7,Y07,1207,70,Ohio St,2,Y02,1326,52,N,0,18,64,Round of 32,Round of 32
2006,139,West Virginia,6,W06,1452,67,Northwestern LA,14,W14,1322,54,N,0,13,64,Round of 32,Round of 32
2006,139,George Mason,11,Z11,1206,65,North Carolina,3,Z03,1314,60,N,0,5,64,Round of 32,Round of 32
2006,139,Bradley,13,X13,1133,72,Pittsburgh,5,X05,1338,66,N,0,6,64,Round of 32,Round of 32
2006,139,Connecticut,1,Z01,1163,87,Kentucky,8,Z08,1246,83,N,0,4,64,Round of 32,Round of 32
2006,139,Texas,2,W02,1400,75,NC State,10,W10,1301,54,N,0,21,64,Round of 32,Round of 32
2006,139,Villanova,1,Y01,1437,82,Arizona,8,Y08,1112,78,N,0,4,64,Round of 32,Round of 32
2006,143,UCLA,2,X02,1417,73,Gonzaga,3,X03,1211,71,N,0,2,64,Sweet 16,Sweet 16
2006,143,Texas,2,W02,1400,74,West Virginia,6,W06,1452,71,N,0,3,64,Sweet 16,Sweet 16
2006,143,LSU,4,W04,1261,62,Duke,1,W01,1181,54,N,0,8,64,Sweet 16,Sweet 16
2006,143,Memphis,1,X01,1272,80,Bradley,13,X13,1133,64,N,0,16,64,Sweet 16,Sweet 16
2006,144,George Mason,11,Z11,1206,63,Wichita St,7,Z07,1455,55,N,0,8,64,Sweet 16,Sweet 16
2006,144,Villanova,1,Y01,1437,60,Boston College,4,Y04,1130,59,N,1,1,64,Sweet 16,Sweet 16
2006,144,Connecticut,1,Z01,1163,98,Washington,5,Z05,1449,92,N,1,6,64,Sweet 16,Sweet 16
2006,144,Florida,3,Y03,1196,57,Georgetown,7,Y07,1207,53,N,0,4,64,Sweet 16,Sweet 16
2006,145,LSU,4,W04,1261,70,Texas,2,W02,1400,60,N,1,10,64,Elite Eight,Elite Eight
2006,145,UCLA,2,X02,1417,50,Memphis,1,X01,1272,45,N,0,5,64,Elite Eight,Elite Eight
2006,146,Florida,3,Y03,1196,75,Villanova,1,Y01,1437,62,N,0,13,64,Elite Eight,Elite Eight
2006,146,George Mason,11,Z11,1206,86,Connecticut,1,Z01,1163,84,N,1,2,64,Elite Eight,Elite Eight
2006,152,UCLA,2,X02,1417,59,LSU,4,W04,1261,45,N,0,14,64,Final Four,Final Four
2006,152,Florida,3,Y03,1196,73,George Mason,11,Z11,1206,58,N,0,15,64,Final Four,Final Four
2006,154,Florida,3,Y03,1196,73,UCLA,2,X02,1417,57,N,0,16,64,Championship,Championship
2007,134,Niagara,16,Z16b,1310,77,Florida A&M,16,Z16a,1197,69,N,0,8,64,Opening Round,First Four
2007,136,VCU,11,Z11,1433,79,Duke,6,Z06,1181,77,N,0,2,64,Round of 64,Round of 64
2007,136,Michigan St,9,W09,1277,61,Marquette,8,W08,1266,49,N,0,12,64,Round of 64,Round of 64
2007,136,Xavier,9,X09,1462,79,BYU,8,X08,1140,77,N,0,2,64,Round of 64,Round of 64
2007,136,Maryland,4,Y04,1268,82,Davidson,13,Y13,1172,70,N,0,12,64,Round of 64,Round of 64
2007,136,Pittsburgh,3,Z03,1338,79,Wright St,14,Z14,1460,58,N,0,21,64,Round of 64,Round of 64
2007,136,Washington St,3,W03,1450,70,Oral Roberts,14,W14,1331,54,N,0,16,64,Round of 64,Round of 64
2007,136,Texas A&M,3,X03,1401,68,Penn,14,X14,1335,52,N,0,16,64,Round of 64,Round of 64
2007,136,Ohio St,1,X01,1326,78,Central Conn,16,X16,1148,57,N,0,21,64,Round of 64,Round of 64
2007,136,Louisville,6,X06,1257,78,Stanford,11,X11,1390,58,N,0,20,64,Round of 64,Round of 64
2007,136,Indiana,7,Z07,1231,70,Gonzaga,10,Z10,1211,57,N,0,13,64,Round of 64,Round of 64
2007,136,Butler,5,Y05,1139,57,Old Dominion,12,Y12,1330,46,N,0,11,64,Round of 64,Round of 64
2007,136,Vanderbilt,6,W06,1435,77,G Washington,11,W11,1203,44,N,0,33,64,Round of 64,Round of 64
2007,136,UCLA,2,Z02,1417,70,Weber St,15,Z15,1451,42,N,0,28,64,Round of 64,Round of 64
2007,136,Georgetown,2,W02,1207,80,Belmont,15,W15,1125,55,N,0,25,64,Round of 64,Round of 64
2007,136,Boston College,7,W07,1130,84,Texas Tech,10,W10,1403,75,N,0,9,64,Round of 64,Round of 64
2007,136,North Carolina,1,W01,1314,86,E Kentucky,16,W16,1184,65,N,0,21,64,Round of 64,Round of 64
2007,137,Virginia,4,X04,1438,84,SUNY Albany,13,X13,1107,57,N,0,27,64,Round of 64,Round of 64
2007,137,Memphis,2,X02,1272,73,North Texas,15,X15,1317,58,N,0,15,64,Round of 64,Round of 64
2007,137,Oregon,3,Y03,1332,58,Miami OH,14,Y14,1275,56,N,0,2,64,Round of 64,Round of 64
2007,137,Tennessee,5,X05,1397,121,Long Beach St,12,X12,1253,86,N,0,35,64,Round of 64,Round of 64
2007,137,Florida,1,Y01,1196,112,Jackson St,16,Y16,1238,69,N,0,43,64,Round of 64,Round of 64
2007,137,Wisconsin,2,Y02,1458,76,TAM C. Christi,15,Y15,1394,63,N,0,13,64,Round of 64,Round of 64
2007,137,Nevada,7,X07,1305,77,Creighton,10,X10,1166,71,N,1,6,64,Round of 64,Round of 64
2007,137,Kansas,1,Z01,1242,107,Niagara,16,Z16b,1310,67,N,0,40,64,Round of 64,Round of 64
2007,137,USC,5,W05,1425,77,Arkansas,12,W12,1116,60,N,0,17,64,Round of 64,Round of 64
2007,137,Winthrop,11,Y11,1457,74,Notre Dame,6,Y06,1323,64,N,0,10,64,Round of 64,Round of 64
2007,137,Kentucky,8,Z08,1246,67,Villanova,9,Z09,1437,58,N,0,9,64,Round of 64,Round of 64
2007,137,S Illinois,4,Z04,1356,61,Holy Cross,13,Z13,1221,51,N,0,10,64,Round of 64,Round of 64
2007,137,Purdue,9,Y09,1345,72,Arizona,8,Y08,1112,63,N,0,9,64,Round of 64,Round of 64
2007,137,Virginia Tech,5,Z05,1439,54,Illinois,12,Z12,1228,52,N,0,2,64,Round of 64,Round of 64
2007,137,Texas,4,W04,1400,79,New Mexico St,13,W13,1308,67,N,0,12,64,Round of 64,Round of 64
2007,137,UNLV,7,Y07,1424,67,Georgia Tech,10,Y10,1210,63,N,0,4,64,Round of 64,Round of 64
2007,138,North Carolina,1,W01,1314,81,Michigan St,9,W09,1277,67,N,0,14,64,Round of 32,Round of 32
2007,138,Vanderbilt,6,W06,1435,78,Washington St,3,W03,1450,74,N,2,4,64,Round of 32,Round of 32
2007,138,UCLA,2,Z02,1417,54,Indiana,7,Z07,1231,49,N,0,5,64,Round of 32,Round of 32
2007,138,Pittsburgh,3,Z03,1338,84,VCU,11,Z11,1433,79,N,1,5,64,Round of 32,Round of 32
2007,138,Texas A&M,3,X03,1401,72,Louisville,6,X06,1257,69,N,0,3,64,Round of 32,Round of 32
2007,138,Ohio St,1,X01,1326,78,Xavier,9,X09,1462,71,N,1,7,64,Round of 32,Round of 32
2007,138,Butler,5,Y05,1139,62,Maryland,4,Y04,1268,59,N,0,3,64,Round of 32,Round of 32
2007,138,Georgetown,2,W02,1207,62,Boston College,7,W07,1130,55,N,0,7,64,Round of 32,Round of 32
2007,139,USC,5,W05,1425,87,Texas,4,W04,1400,68,N,0,19,64,Round of 32,Round of 32
2007,139,Kansas,1,Z01,1242,88,Kentucky,8,Z08,1246,76,N,0,12,64,Round of 32,Round of 32
2007,139,UNLV,7,Y07,1424,74,Wisconsin,2,Y02,1458,68,N,0,6,64,Round of 32,Round of 32
2007,139,Tennessee,5,X05,1397,77,Virginia,4,X04,1438,74,N,0,3,64,Round of 32,Round of 32
2007,139,Oregon,3,Y03,1332,75,Winthrop,11,Y11,1457,61,N,0,14,64,Round of 32,Round of 32
2007,139,Florida,1,Y01,1196,74,Purdue,9,Y09,1345,67,N,0,7,64,Round of 32,Round of 32
2007,139,Memphis,2,X02,1272,78,Nevada,7,X07,1305,62,N,0,16,64,Round of 32,Round of 32
2007,139,S Illinois,4,Z04,1356,63,Virginia Tech,5,Z05,1439,48,N,0,15,64,Round of 32,Round of 32
2007,143,Ohio St,1,X01,1326,85,Tennessee,5,X05,1397,84,N,0,1,64,Sweet 16,Sweet 16
2007,143,UCLA,2,Z02,1417,64,Pittsburgh,3,Z03,1338,55,N,0,9,64,Sweet 16,Sweet 16
2007,143,Kansas,1,Z01,1242,61,S Illinois,4,Z04,1356,58,N,0,3,64,Sweet 16,Sweet 16
2007,143,Memphis,2,X02,1272,65,Texas A&M,3,X03,1401,64,N,0,1,64,Sweet 16,Sweet 16
2007,144,Oregon,3,Y03,1332,76,UNLV,7,Y07,1424,72,N,0,4,64,Sweet 16,Sweet 16
2007,144,Georgetown,2,W02,1207,66,Vanderbilt,6,W06,1435,65,N,0,1,64,Sweet 16,Sweet 16
2007,144,Florida,1,Y01,1196,65,Butler,5,Y05,1139,57,N,0,8,64,Sweet 16,Sweet 16
2007,144,North Carolina,1,W01,1314,74,USC,5,W05,1425,64,N,0,10,64,Sweet 16,Sweet 16
2007,145,UCLA,2,Z02,1417,68,Kansas,1,Z01,1242,55,N,0,13,64,Elite Eight,Elite Eight
2007,145,Ohio St,1,X01,1326,92,Memphis,2,X02,1272,76,N,0,16,64,Elite Eight,Elite Eight
2007,146,Florida,1,Y01,1196,85,Oregon,3,Y03,1332,77,N,0,8,64,Elite Eight,Elite Eight
2007,146,Georgetown,2,W02,1207,96,North Carolina,1,W01,1314,84,N,1,12,64,Elite Eight,Elite Eight
2007,152,Ohio St,1,X01,1326,67,Georgetown,2,W02,1207,60,N,0,7,64,Final Four,Final Four
2007,152,Florida,1,Y01,1196,76,UCLA,2,Z02,1417,66,N,0,10,64,Final Four,Final Four
2007,154,Florida,1,Y01,1196,84,Ohio St,1,X01,1326,75,N,0,9,64,Championship,Championship
2008,134,Mt St Mary's,16,W16b,1291,69,Coppin St,16,W16a,1164,60,N,0,9,64,Opening Round,First Four
2008,136,Washington St,4,W04,1450,71,Winthrop,13,W13,1457,40,N,0,31,64,Round of 64,Round of 64
2008,136,Kansas St,11,X11,1243,80,USC,6,X06,1425,67,N,0,13,64,Round of 64,Round of 64
2008,136,Pittsburgh,4,Y04,1338,82,Oral Roberts,13,Y13,1331,63,N,0,19,64,Round of 64,Round of 64
2008,136,Kansas,1,X01,1242,85,Portland St,16,X16,1340,61,N,0,24,64,Round of 64,Round of 64
2008,136,Purdue,6,Z06,1345,90,Baylor,11,Z11,1124,79,N,0,11,64,Round of 64,Round of 64
2008,136,Wisconsin,3,X03,1458,71,CS Fullerton,14,X14,1168,56,N,0,15,64,Round of 64,Round of 64
2008,136,Duke,2,Z02,1181,71,Belmont,15,Z15,1125,70,N,0,1,64,Round of 64,Round of 64
2008,136,Notre Dame,5,W05,1323,68,George Mason,12,W12,1206,50,N,0,18,64,Round of 64,Round of 64
2008,136,Xavier,3,Z03,1462,73,Georgia,14,Z14,1208,61,N,0,12,64,Round of 64,Round of 64
2008,136,Stanford,3,Y03,1390,77,Cornell,14,Y14,1165,53,N,0,24,64,Round of 64,Round of 64
2008,136,UNLV,8,X08,1424,71,Kent,9,X09,1245,58,N,0,13,64,Round of 64,Round of 64
2008,136,Marquette,6,Y06,1266,74,Kentucky,11,Y11,1246,66,N,0,8,64,Round of 64,Round of 64
2008,136,West Virginia,7,Z07,1452,75,Arizona,10,Z10,1112,65,N,0,10,64,Round of 64,Round of 64
2008,136,UCLA,1,Z01,1417,70,MS Valley St,16,Z16,1290,29,N,0,41,64,Round of 64,Round of 64
2008,136,Michigan St,5,Y05,1277,72,Temple,12,Y12,1396,61,N,0,11,64,Round of 64,Round of 64
2008,136,Texas A&M,9,Z09,1401,67,BYU,8,Z08,1140,62,N,0,5,64,Round of 64,Round of 64
2008,137,Oklahoma,6,W06,1328,72,St Joseph's PA,11,W11,1386,64,N,0,8,64,Round of 64,Round of 64
2008,137,San Diego,13,Z13,1360,70,Connecticut,4,Z04,1163,69,N,1,1,64,Round of 64,Round of 64
2008,137,North Carolina,1,W01,1314,113,Mt St Mary's,16,W16b,1291,74,N,0,39,64,Round of 64,Round of 64
2008,137,Mississippi St,8,Y08,1280,76,Oregon,9,Y09,1332,69,N,0,7,64,Round of 64,Round of 64
2008,137,Miami FL,7,Y07,1274,78,St Mary's CA,10,Y10,1388,64,N,0,14,64,Round of 64,Round of 64
2008,137,Louisville,3,W03,1257,79,Boise St,14,W14,1129,61,N,0,18,64,Round of 64,Round of 64
2008,137,Memphis,1,Y01,1272,87,UT Arlington,16,Y16,1426,63,N,0,24,64,Round of 64,Round of 64
2008,137,Siena,13,X13,1373,83,Vanderbilt,4,X04,1435,62,N,0,21,64,Round of 64,Round of 64
2008,137,Georgetown,2,X02,1207,66,UMBC,15,X15,1420,47,N,0,19,64,Round of 64,Round of 64
2008,137,Tennessee,2,W02,1397,72,American Univ,15,W15,1110,57,N,0,15,64,Round of 64,Round of 64
2008,137,Villanova,12,X12,1437,75,Clemson,5,X05,1155,69,N,0,6,64,Round of 64,Round of 64
2008,137,WKU,12,Z12,1443,101,Drake,5,Z05,1179,99,N,1,2,64,Round of 64,Round of 64
2008,137,Texas,2,Y02,1400,74,Austin Peay,15,Y15,1122,54,N,0,20,64,Round of 64,Round of 64
2008,137,Butler,7,W07,1139,81,South Alabama,10,W10,1375,61,N,0,20,64,Round of 64,Round of 64
2008,137,Davidson,10,X10,1172,82,Gonzaga,7,X07,1211,76,N,0,6,64,Round of 64,Round of 64
2008,137,Arkansas,9,W09,1116,86,Indiana,8,W08,1231,72,N,0,14,64,Round of 64,Round of 64
2008,138,Stanford,3,Y03,1390,82,Marquette,6,Y06,1266,81,N,1,1,64,Round of 32,Round of 32
2008,138,Kansas,1,X01,1242,75,UNLV,8,X08,1424,56,N,0,19,64,Round of 32,Round of 32
2008,138,Washington St,4,W04,1450,61,Notre Dame,5,W05,1323,41,N,0,20,64,Round of 32,Round of 32
2008,138,Michigan St,5,Y05,1277,65,Pittsburgh,4,Y04,1338,54,N,0,11,64,Round of 32,Round of 32
2008,138,UCLA,1,Z01,1417,51,Texas A&M,9,Z09,1401,49,N,0,2,64,Round of 32,Round of 32
2008,138,Xavier,3,Z03,1462,85,Purdue,6,Z06,1345,78,N,0,7,64,Round of 32,Round of 32
2008,138,West Virginia,7,Z07,1452,73,Duke,2,Z02,1181,67,N,0,6,64,Round of 32,Round of 32
2008,138,Wisconsin,3,X03,1458,72,Kansas St,11,X11,1243,55,N,0,17,64,Round of 32,Round of 32
2008,139,Memphis,1,Y01,1272,77,Mississippi St,8,Y08,1280,74,N,0,3,64,Round of 32,Round of 32
2008,139,North Carolina,1,W01,1314,108,Arkansas,9,W09,1116,77,N,0,31,64,Round of 32,Round of 32
2008,139,Tennessee,2,W02,1397,76,Butler,7,W07,1139,71,N,1,5,64,Round of 32,Round of 32
