season,seasontype,week,poll,rank,team,conference,firstplacevotes
2010,regular,15,Coaches Poll,5,Stanford,Pac-10,0
2010,regular,15,Coaches Poll,6,Ohio State,Big Ten,0
2010,regular,15,Coaches Poll,7,Michigan State,Big Ten,0
2010,regular,15,Coaches Poll,8,Arkansas,SEC,0
2010,regular,15,Coaches Poll,8,Oklahoma,Big 12,0
2010,regular,15,Coaches Poll,10,Boise State,Western Athletic,0
2010,regular,15,Coaches Poll,11,Virginia Tech,ACC,0
2010,regular,15,Coaches Poll,12,LSU,SEC,0
2010,regular,15,Coaches Poll,13,Oklahoma State,Big 12,0
2010,regular,15,Coaches Poll,14,Missouri,Big 12,0
2010,regular,15,Coaches Poll,15,Nevada,Western Athletic,0
2010,regular,15,Coaches Poll,16,Nebraska,Big 12,0
2010,regular,15,Coaches Poll,17,Texas A&M,Big 12,0
2010,regular,15,Coaches Poll,18,Alabama,SEC,0
2010,regular,15,Coaches Poll,19,Utah,Mountain West,0
2010,regular,15,Coaches Poll,20,South Carolina,SEC,0
2010,regular,15,Coaches Poll,21,West Virginia,Big East,0
2010,regular,15,Coaches Poll,22,Mississippi State,SEC,0
2010,regular,15,Coaches Poll,23,Florida State,ACC,0
2010,regular,15,Coaches Poll,24,UCF,Conference USA,0
2010,regular,15,Coaches Poll,25,Hawai'i,Western Athletic,0
