season,seasontype,week,poll,rank,team,conference,firstplacevotes
2013,regular,12,BCS Standings,2,Florida State,ACC,0
2013,regular,12,BCS Standings,3,Ohio State,Big Ten,0
2013,regular,12,BCS Standings,4,Stanford,Pac-12,0
2013,regular,12,BCS Standings,5,Baylor,Big 12,0
2013,regular,12,BCS Standings,6,Oregon,Pac-12,0
2013,regular,12,BCS Standings,7,Auburn,SEC,0
2013,regular,12,BCS Standings,8,Clemson,ACC,0
2013,regular,12,BCS Standings,9,Missouri,SEC,0
2013,regular,12,BCS Standings,10,South Carolina,SEC,0
2013,regular,12,BCS Standings,11,Texas A&M,SEC,0
2013,regular,12,BCS Standings,12,Oklahoma State,Big 12,0
2013,regular,12,BCS Standings,13,UCLA,Pac-12,0
2013,regular,12,BCS Standings,14,Fresno State,Mountain West,0
2013,regular,12,BCS Standings,15,Northern Illinois,Mid-American,0
2013,regular,12,BCS Standings,16,Michigan State,Big Ten,0
2013,regular,12,BCS Standings,17,UCF,American Athletic,0
2013,regular,12,BCS Standings,18,Oklahoma,Big 12,0
2013,regular,12,BCS Standings,19,Arizona State,Pac-12,0
2013,regular,12,BCS Standings,20,Louisville,American Athletic,0
2013,regular,12,BCS Standings,21,LSU,SEC,0
2013,regular,12,BCS Standings,22,Wisconsin,Big Ten,0
2013,regular,12,BCS Standings,23,Miami,ACC,0
2013,regular,12,BCS Standings,24,Texas,Big 12,0
2013,regular,12,BCS Standings,25,Georgia,SEC,0
2013,regular,12,AP Top 25,1,Alabama,SEC,56
2013,regular,12,AP Top 25,2,Florida State,ACC,3
2013,regular,12,AP Top 25,3,Ohio State,Big Ten,0
2013,regular,12,AP Top 25,4,Baylor,Big 12,0
2013,regular,12,AP Top 25,5,Stanford,Pac-12,0
2013,regular,12,AP Top 25,6,Oregon,Pac-12,0
2013,regular,12,AP Top 25,7,Auburn,SEC,0
2013,regular,12,AP Top 25,8,Clemson,ACC,0
2013,regular,12,AP Top 25,9,Missouri,SEC,0
2013,regular,12,AP Top 25,10,Texas A&M,SEC,0
2013,regular,12,AP Top 25,11,South Carolina,SEC,0
2013,regular,12,AP Top 25,12,Oklahoma State,Big 12,0
2013,regular,12,AP Top 25,13,UCLA,Pac-12,0
2013,regular,12,AP Top 25,14,Michigan State,Big Ten,0
2013,regular,12,AP Top 25,15,UCF,American Athletic,0
2013,regular,12,AP Top 25,16,Fresno State,Mountain West,0
2013,regular,12,AP Top 25,17,Wisconsin,Big Ten,0
2013,regular,12,AP Top 25,18,LSU,SEC,0
2013,regular,12,AP Top 25,19,Louisville,American Athletic,0
2013,regular,12,AP Top 25,20,Northern Illinois,Mid-American,0
2013,regular,12,AP Top 25,21,Arizona State,Pac-12,0
2013,regular,12,AP Top 25,22,Oklahoma,Big 12,0
2013,regular,12,AP Top 25,23,Texas,Big 12,0
2013,regular,12,AP Top 25,24,Miami,ACC,0
2013,regular,12,AP Top 25,25,Georgia,SEC,0
2013,regular,12,Coaches Poll,1,Alabama,SEC,58
2013,regular,12,Coaches Poll,2,Florida State,ACC,4
2013,regular,12,Coaches Poll,3,Ohio State,Big Ten,0
2013,regular,12,Coaches Poll,4,Baylor,Big 12,0
2013,regular,12,Coaches Poll,5,Stanford,Pac-12,0
2013,regular,12,Coaches Poll,6,Clemson,ACC,0
2013,regular,12,Coaches Poll,7,Oregon,Pac-12,0
2013,regular,12,Coaches Poll,8,Missouri,SEC,0
2013,regular,12,Coaches Poll,9,Auburn,SEC,0
2013,regular,12,Coaches Poll,10,Oklahoma State,Big 12,0
2013,regular,12,Coaches Poll,11,Texas A&M,SEC,0
2013,regular,12,Coaches Poll,12,South Carolina,SEC,0
2013,regular,12,Coaches Poll,13,Louisville,American Athletic,0
2013,regular,12,Coaches Poll,14,Fresno State,Mountain West,0
2013,regular,12,Coaches Poll,15,UCLA,Pac-12,0
2013,regular,12,Coaches Poll,16,Michigan State,Big Ten,0
2013,regular,12,Coaches Poll,17,Oklahoma,Big 12,0
2013,regular,12,Coaches Poll,18,LSU,SEC,0
2013,regular,12,Coaches Poll,19,UCF,American Athletic,0
2013,regular,12,Coaches Poll,20,Wisconsin,Big Ten,0
2013,regular,12,Coaches Poll,21,Northern Illinois,Mid-American,0
2013,regular,12,Coaches Poll,22,Arizona State,Pac-12,0
2013,regular,12,Coaches Poll,23,Miami,ACC,0
2013,regular,12,Coaches Poll,24,Texas,Big 12,0
2013,regular,12,Coaches Poll,25,Minnesota,Big Ten,0
2013,regular,12,AFCA Division II Coaches Poll,1,Minnesota State Mankato,,21
2013,regular,12,AFCA Division II Coaches Poll,2,Northwest Missouri St,,10
2013,regular,12,AFCA Division II Coaches Poll,3,CSU Pueblo,,1
2013,regular,12,AFCA Division II Coaches Poll,4,Henderson State,,0
2013,regular,12,AFCA Division II Coaches Poll,5,Minnesota Duluth,,0
2013,regular,12,AFCA Division II Coaches Poll,6,Pittsburg St,,0
2013,regular,12,AFCA Division II Coaches Poll,7,Shepherd,,0
2013,regular,12,AFCA Division II Coaches Poll,8,Ohio Dominican,,0
2013,regular,12,AFCA Division II Coaches Poll,9,Winston-Salem,CIAA,0
2013,regular,12,AFCA Division II Coaches Poll,10,UNC Pembroke,,0
2013,regular,12,AFCA Division II Coaches Poll,11,Indianapolis,,0
2013,regular,12,AFCA Division II Coaches Poll,12,Bloomsburg,,0
2013,regular,12,AFCA Division II Coaches Poll,13,St. Cloud State,,0
2013,regular,12,AFCA Division II Coaches Poll,14,Lenoir-Rhyne,,0
2013,regular,12,AFCA Division II Coaches Poll,15,Saginaw Valley State,,0
2013,regular,12,AFCA Division II Coaches Poll,16,Emporia State University,,0
2013,regular,12,AFCA Division II Coaches Poll,17,West Chester,,0
2013,regular,12,AFCA Division II Coaches Poll,18,Slippery Rock,,0
2013,regular,12,AFCA Division II Coaches Poll,19,Missouri Western,,0
2013,regular,12,AFCA Division II Coaches Poll,20,North Alabama,,0
2013,regular,12,AFCA Division II Coaches Poll,21,Carson-Newman College,,0
2013,regular,12,AFCA Division II Coaches Poll,22,Virginia St,,0
2013,regular,12,AFCA Division II Coaches Poll,23,Washburn,,0
2013,regular,12,AFCA Division II Coaches Poll,24,Midwestern State,,0
2013,regular,12,AFCA Division II Coaches Poll,25,West Texas A&M,,0
2013,regular,13,BCS Standings,1,Alabama,SEC,0
2013,regular,13,BCS Standings,2,Florida State,ACC,0
2013,regular,13,BCS Standings,3,Ohio State,Big Ten,0
2013,regular,13,BCS Standings,4,Baylor,Big 12,0
2013,regular,13,BCS Standings,5,Oregon,Pac-12,0
2013,regular,13,BCS Standings,6,Auburn,SEC,0
2013,regular,13,BCS Standings,7,Clemson,ACC,0
2013,regular,13,BCS Standings,8,Missouri,SEC,0
2013,regular,13,BCS Standings,9,Stanford,Pac-12,0
2013,regular,13,BCS Standings,10,Oklahoma State,Big 12,0
2013,regular,13,BCS Standings,11,South Carolina,SEC,0
2013,regular,13,BCS Standings,12,Texas A&M,SEC,0
2013,regular,13,BCS Standings,13,Michigan State,Big Ten,0
2013,regular,13,BCS Standings,14,UCLA,Pac-12,0
2013,regular,13,BCS Standings,15,Fresno State,Mountain West,0
2013,regular,13,BCS Standings,16,Northern Illinois,Mid-American,0
2013,regular,13,BCS Standings,17,Arizona State,Pac-12,0
2013,regular,13,BCS Standings,18,UCF,American Athletic,0
2013,regular,13,BCS Standings,19,Wisconsin,Big Ten,0
2013,regular,13,BCS Standings,20,Oklahoma,Big 12,0
2013,regular,13,BCS Standings,21,Louisville,American Athletic,0
2013,regular,13,BCS Standings,22,LSU,SEC,0
2013,regular,13,BCS Standings,23,USC,Pac-12,0
2013,regular,13,BCS Standings,24,Ole Miss,SEC,0
2013,regular,13,BCS Standings,25,Minnesota,Big Ten,0
2013,regular,13,AP Top 25,1,Alabama,SEC,55
2013,regular,13,AP Top 25,2,Florida State,ACC,5
2013,regular,13,AP Top 25,3,Baylor,Big 12,0
2013,regular,13,AP Top 25,4,Ohio State,Big Ten,0
2013,regular,13,AP Top 25,5,Oregon,Pac-12,0
2013,regular,13,AP Top 25,6,Auburn,SEC,0
2013,regular,13,AP Top 25,7,Clemson,ACC,0
2013,regular,13,AP Top 25,8,Missouri,SEC,0
2013,regular,13,AP Top 25,9,Texas A&M,SEC,0
2013,regular,13,AP Top 25,10,Stanford,Pac-12,0
2013,regular,13,AP Top 25,11,Oklahoma State,Big 12,0
2013,regular,13,AP Top 25,12,South Carolina,SEC,0
2013,regular,13,AP Top 25,13,Michigan State,Big Ten,0
2013,regular,13,AP Top 25,14,UCLA,Pac-12,0
2013,regular,13,AP Top 25,15,Fresno State,Mountain West,0
2013,regular,13,AP Top 25,16,Wisconsin,Big Ten,0
2013,regular,13,AP Top 25,17,UCF,American Athletic,0
2013,regular,13,AP Top 25,18,LSU,SEC,0
2013,regular,13,AP Top 25,19,Arizona State,Pac-12,0
2013,regular,13,AP Top 25,20,Northern Illinois,Mid-American,0
2013,regular,13,AP Top 25,21,Louisville,American Athletic,0
2013,regular,13,AP Top 25,22,Oklahoma,Big 12,0
2013,regular,13,AP Top 25,23,USC,Pac-12,0
2013,regular,13,AP Top 25,24,Ole Miss,SEC,0
2013,regular,13,AP Top 25,25,Duke,ACC,0
2013,regular,13,Coaches Poll,1,Alabama,SEC,56
2013,regular,13,Coaches Poll,2,Florida State,ACC,6
2013,regular,13,Coaches Poll,3,Ohio State,Big Ten,0
2013,regular,13,Coaches Poll,4,Baylor,Big 12,0
2013,regular,13,Coaches Poll,5,Oregon,Pac-12,0
2013,regular,13,Coaches Poll,6,Clemson,ACC,0
2013,regular,13,Coaches Poll,7,Auburn,SEC,0
2013,regular,13,Coaches Poll,8,Missouri,SEC,0
2013,regular,13,Coaches Poll,9,Oklahoma State,Big 12,0
2013,regular,13,Coaches Poll,10,Texas A&M,SEC,0
2013,regular,13,Coaches Poll,11,South Carolina,SEC,0
2013,regular,13,Coaches Poll,12,Stanford,Pac-12,0
2013,regular,13,Coaches Poll,13,Michigan State,Big Ten,0
2013,regular,13,Coaches Poll,14,UCLA,Pac-12,0
2013,regular,13,Coaches Poll,15,Louisville,American Athletic,0
2013,regular,13,Coaches Poll,16,Fresno State,Mountain West,0
2013,regular,13,Coaches Poll,17,Wisconsin,Big Ten,0
2013,regular,13,Coaches Poll,18,Oklahoma,Big 12,0
2013,regular,13,Coaches Poll,19,LSU,SEC,0
2013,regular,13,Coaches Poll,20,UCF,American Athletic,0
2013,regular,13,Coaches Poll,21,Northern Illinois,Mid-American,0
2013,regular,13,Coaches Poll,22,Arizona State,Pac-12,0
2013,regular,13,Coaches Poll,23,Minnesota,Big Ten,0
2013,regular,13,Coaches Poll,24,Duke,ACC,0
2013,regular,13,Coaches Poll,25,USC,Pac-12,0
2013,regular,13,AFCA Division II Coaches Poll,1,Minnesota State Mankato,,21
2013,regular,13,AFCA Division II Coaches Poll,2,Northwest Missouri St,,10
2013,regular,13,AFCA Division II Coaches Poll,3,CSU Pueblo,,1
2013,regular,13,AFCA Division II Coaches Poll,4,Henderson State,,0
2013,regular,13,AFCA Division II Coaches Poll,5,Minnesota Duluth,,0
2013,regular,13,AFCA Division II Coaches Poll,6,Shepherd,,0
2013,regular,13,AFCA Division II Coaches Poll,7,Ohio Dominican,,0
2013,regular,13,AFCA Division II Coaches Poll,8,UNC Pembroke,,0
2013,regular,13,AFCA Division II Coaches Poll,9,Winston-Salem,CIAA,0
2013,regular,13,AFCA Division II Coaches Poll,10,Indianapolis,,0
2013,regular,13,AFCA Division II Coaches Poll,11,Bloomsburg,,0
2013,regular,13,AFCA Division II Coaches Poll,12,St. Cloud State,,0
2013,regular,13,AFCA Division II Coaches Poll,13,Lenoir-Rhyne,,0
2013,regular,13,AFCA Division II Coaches Poll,14,Emporia State University,,0
2013,regular,13,AFCA Division II Coaches Poll,15,West Chester,,0
2013,regular,13,AFCA Division II Coaches Poll,16,North Alabama,,0
2013,regular,13,AFCA Division II Coaches Poll,17,Pittsburg St,,0
2013,regular,13,AFCA Division II Coaches Poll,18,Carson-Newman College,,0
2013,regular,13,AFCA Division II Coaches Poll,19,West Texas A&M,,0
2013,regular,13,AFCA Division II Coaches Poll,20,Slippery Rock,,0
2013,regular,13,AFCA Division II Coaches Poll,21,Saginaw Valley State,,0
2013,regular,13,AFCA Division II Coaches Poll,22,Grand Valley State University,,0
2013,regular,13,AFCA Division II Coaches Poll,23,Indiana-Pennsylvania,,0
2013,regular,13,AFCA Division II Coaches Poll,24,Virginia St,,0
2013,regular,13,AFCA Division II Coaches Poll,25,Newberry,,0
2013,regular,14,BCS Standings,1,Alabama,SEC,0
2013,regular,14,BCS Standings,2,Florida State,ACC,0
2013,regular,14,BCS Standings,3,Ohio State,Big Ten,0
2013,regular,14,BCS Standings,4,Auburn,SEC,0
2013,regular,14,BCS Standings,5,Missouri,SEC,0
2013,regular,14,BCS Standings,6,Clemson,ACC,0
2013,regular,14,BCS Standings,7,Oklahoma State,Big 12,0
2013,regular,14,BCS Standings,8,Stanford,Pac-12,0
2013,regular,14,BCS Standings,9,Baylor,Big 12,0
2013,regular,14,BCS Standings,10,South Carolina,SEC,0
2013,regular,14,BCS Standings,11,Michigan State,Big Ten,0
2013,regular,14,BCS Standings,12,Arizona State,Pac-12,0
2013,regular,14,BCS Standings,13,Oregon,Pac-12,0
2013,regular,14,BCS Standings,14,Northern Illinois,Mid-American,0
2013,regular,14,BCS Standings,15,Wisconsin,Big Ten,0
2013,regular,14,BCS Standings,16,Fresno State,Mountain West,0
2013,regular,14,BCS Standings,17,LSU,SEC,0
2013,regular,14,BCS Standings,18,Oklahoma,Big 12,0
2013,regular,14,BCS Standings,19,UCF,American Athletic,0
2013,regular,14,BCS Standings,20,Louisville,American Athletic,0
2013,regular,14,BCS Standings,21,Texas A&M,SEC,0
2013,regular,14,BCS Standings,22,UCLA,Pac-12,0
2013,regular,14,BCS Standings,23,USC,Pac-12,0
2013,regular,14,BCS Standings,24,Duke,ACC,0
2013,regular,14,BCS Standings,25,Notre Dame,FBS Independents,0
2013,regular,14,AP Top 25,1,Alabama,SEC,56
2013,regular,14,AP Top 25,2,Florida State,ACC,4
2013,regular,14,AP Top 25,3,Ohio State,Big Ten,0
2013,regular,14,AP Top 25,4,Auburn,SEC,0
2013,regular,14,AP Top 25,5,Missouri,SEC,0
2013,regular,14,AP Top 25,6,Clemson,ACC,0
2013,regular,14,AP Top 25,7,Oklahoma State,Big 12,0
2013,regular,14,AP Top 25,8,Stanford,Pac-12,0
2013,regular,14,AP Top 25,9,Baylor,Big 12,0
2013,regular,14,AP Top 25,10,South Carolina,SEC,0
2013,regular,14,AP Top 25,11,Michigan State,Big Ten,0
2013,regular,14,AP Top 25,12,Oregon,Pac-12,0
2013,regular,14,AP Top 25,13,Arizona State,Pac-12,0
2013,regular,14,AP Top 25,14,Wisconsin,Big Ten,0
2013,regular,14,AP Top 25,15,LSU,SEC,0
2013,regular,14,AP Top 25,16,Fresno State,Mountain West,0
2013,regular,14,AP Top 25,17,UCF,American Athletic,0
2013,regular,14,AP Top 25,18,Northern Illinois,Mid-American,0
2013,regular,14,AP Top 25,19,Texas A&M,SEC,0
2013,regular,14,AP Top 25,20,Oklahoma,Big 12,0
2013,regular,14,AP Top 25,21,Louisville,American Athletic,0
2013,regular,14,AP Top 25,22,UCLA,Pac-12,0
2013,regular,14,AP Top 25,23,USC,Pac-12,0
2013,regular,14,AP Top 25,24,Duke,ACC,0
2013,regular,14,AP Top 25,25,Notre Dame,FBS Independents,0
2013,regular,14,Coaches Poll,1,Alabama,SEC,56
2013,regular,14,Coaches Poll,2,Florida State,ACC,6
2013,regular,14,Coaches Poll,3,Ohio State,Big Ten,0
2013,regular,14,Coaches Poll,4,Clemson,ACC,0
2013,regular,14,Coaches Poll,5,Auburn,SEC,0
2013,regular,14,Coaches Poll,6,Missouri,SEC,0
2013,regular,14,Coaches Poll,7,Oklahoma State,Big 12,0
2013,regular,14,Coaches Poll,8,Baylor,Big 12,0
2013,regular,14,Coaches Poll,9,South Carolina,SEC,0
2013,regular,14,Coaches Poll,10,Stanford,Pac-12,0
2013,regular,14,Coaches Poll,11,Michigan State,Big Ten,0
2013,regular,14,Coaches Poll,12,Oregon,Pac-12,0
2013,regular,14,Coaches Poll,13,Fresno State,Mountain West,0
2013,regular,14,Coaches Poll,14,Wisconsin,Big Ten,0
2013,regular,14,Coaches Poll,15,LSU,SEC,0
2013,regular,14,Coaches Poll,16,Louisville,American Athletic,0
2013,regular,14,Coaches Poll,17,Oklahoma,Big 12,0
2013,regular,14,Coaches Poll,18,Arizona State,Pac-12,0
2013,regular,14,Coaches Poll,19,UCF,American Athletic,0
2013,regular,14,Coaches Poll,20,Northern Illinois,Mid-American,0
2013,regular,14,Coaches Poll,21,Texas A&M,SEC,0
2013,regular,14,Coaches Poll,22,UCLA,Pac-12,0
2013,regular,14,Coaches Poll,23,USC,Pac-12,0
2013,regular,14,Coaches Poll,24,Duke,ACC,0
2013,regular,14,Coaches Poll,25,Cincinnati,American Athletic,0
2013,regular,15,BCS Standings,1,Florida State,ACC,0
2013,regular,15,BCS Standings,2,Ohio State,Big Ten,0
2013,regular,15,BCS Standings,3,Auburn,SEC,0
2013,regular,15,BCS Standings,4,Alabama,SEC,0
2013,regular,15,BCS Standings,5,Missouri,SEC,0
2013,regular,15,BCS Standings,6,Oklahoma State,Big 12,0
2013,regular,15,BCS Standings,7,Stanford,Pac-12,0
2013,regular,15,BCS Standings,8,South Carolina,SEC,0
2013,regular,15,BCS Standings,9,Baylor,Big 12,0
2013,regular,15,BCS Standings,10,Michigan State,Big Ten,0
2013,regular,15,BCS Standings,11,Arizona State,Pac-12,0
2013,regular,15,BCS Standings,12,Oregon,Pac-12,0
2013,regular,15,BCS Standings,13,Clemson,ACC,0
2013,regular,15,BCS Standings,14,Northern Illinois,Mid-American,0
2013,regular,15,BCS Standings,15,LSU,SEC,0
2013,regular,15,BCS Standings,16,UCF,American Athletic,0
2013,regular,15,BCS Standings,17,Oklahoma,Big 12,0
2013,regular,15,BCS Standings,18,UCLA,Pac-12,0
2013,regular,15,BCS Standings,19,Louisville,American Athletic,0
2013,regular,15,BCS Standings,20,Duke,ACC,0
2013,regular,15,BCS Standings,21,Wisconsin,Big Ten,0
2013,regular,15,BCS Standings,22,Georgia,SEC,0
2013,regular,15,BCS Standings,23,Fresno State,Mountain West,0
2013,regular,15,BCS Standings,24,Texas A&M,SEC,0
2013,regular,15,BCS Standings,25,Texas,Big 12,0
2013,regular,15,AP Top 25,1,Florida State,ACC,58
2013,regular,15,AP Top 25,2,Ohio State,Big Ten,0
2013,regular,15,AP Top 25,3,Auburn,SEC,2
2013,regular,15,AP Top 25,4,Alabama,SEC,0
2013,regular,15,AP Top 25,5,Missouri,SEC,0
2013,regular,15,AP Top 25,6,Oklahoma State,Big 12,0
2013,regular,15,AP Top 25,7,Stanford,Pac-12,0
2013,regular,15,AP Top 25,8,South Carolina,SEC,0
2013,regular,15,AP Top 25,9,Baylor,Big 12,0
2013,regular,15,AP Top 25,10,Michigan State,Big Ten,0
2013,regular,15,AP Top 25,11,Arizona State,Pac-12,0
2013,regular,15,AP Top 25,12,Oregon,Pac-12,0
2013,regular,15,AP Top 25,13,Clemson,ACC,0
2013,regular,15,AP Top 25,14,LSU,SEC,0
2013,regular,15,AP Top 25,15,UCF,American Athletic,0
2013,regular,15,AP Top 25,16,Northern Illinois,Mid-American,0
2013,regular,15,AP Top 25,17,UCLA,Pac-12,0
2013,regular,15,AP Top 25,18,Oklahoma,Big 12,0
2013,regular,15,AP Top 25,19,Louisville,American Athletic,0
2013,regular,15,AP Top 25,20,Duke,ACC,0
2013,regular,15,AP Top 25,21,Wisconsin,Big Ten,0
2013,regular,15,AP Top 25,22,Texas A&M,SEC,0
2013,regular,15,AP Top 25,23,Texas,Big 12,0
2013,regular,15,AP Top 25,24,Fresno State,Mountain West,0
2013,regular,15,AP Top 25,25,Georgia,SEC,0
2013,regular,15,Coaches Poll,1,Florida State,ACC,58
2013,regular,15,Coaches Poll,2,Ohio State,Big Ten,4
2013,regular,15,Coaches Poll,3,Auburn,SEC,0
2013,regular,15,Coaches Poll,4,Alabama,SEC,0
2013,regular,15,Coaches Poll,5,Missouri,SEC,0
2013,regular,15,Coaches Poll,6,Oklahoma State,Big 12,0
2013,regular,15,Coaches Poll,7,Baylor,Big 12,0
2013,regular,15,Coaches Poll,7,South Carolina,SEC,0
2013,regular,15,Coaches Poll,9,Michigan State,Big Ten,0
2013,regular,15,Coaches Poll,10,Stanford,Pac-12,0
2013,regular,15,Coaches Poll,11,Clemson,ACC,0
2013,regular,15,Coaches Poll,12,Oregon,Pac-12,0
2013,regular,15,Coaches Poll,13,Arizona State,Pac-12,0
2013,regular,15,Coaches Poll,14,LSU,SEC,0
2013,regular,15,Coaches Poll,15,Oklahoma,Big 12,0
2013,regular,15,Coaches Poll,16,Louisville,American Athletic,0
2013,regular,15,Coaches Poll,17,UCF,American Athletic,0
2013,regular,15,Coaches Poll,18,Northern Illinois,Mid-American,0
2013,regular,15,Coaches Poll,19,UCLA,Pac-12,0
2013,regular,15,Coaches Poll,20,Duke,ACC,0
2013,regular,15,Coaches Poll,21,Wisconsin,Big Ten,0
2013,regular,15,Coaches Poll,22,Fresno State,Mountain West,0
2013,regular,15,Coaches Poll,23,Cincinnati,American Athletic,0
2013,regular,15,Coaches Poll,24,Texas,Big 12,0
2013,regular,15,Coaches Poll,25,Texas A&M,SEC,0
2013,regular,16,BCS Standings,1,Florida State,ACC,0
2013,regular,16,BCS Standings,2,Auburn,SEC,0
2013,regular,16,BCS Standings,3,Alabama,SEC,0
2013,regular,16,BCS Standings,4,Michigan State,Big Ten,0
2013,regular,16,BCS Standings,5,Stanford,Pac-12,0
2013,regular,16,BCS Standings,6,Baylor,Big 12,0
2013,regular,16,BCS Standings,7,Ohio State,Big Ten,0
2013,regular,16,BCS Standings,8,Missouri,SEC,0
2013,regular,16,BCS Standings,9,South Carolina,SEC,0
2013,regular,16,BCS Standings,10,Oregon,Pac-12,0
2013,regular,16,BCS Standings,11,Oklahoma,Big 12,0
2013,regular,16,BCS Standings,12,Clemson,ACC,0
2013,regular,16,BCS Standings,13,Oklahoma State,Big 12,0
2013,regular,16,BCS Standings,14,Arizona State,Pac-12,0
2013,regular,16,BCS Standings,15,UCF,American Athletic,0
2013,regular,16,BCS Standings,16,LSU,SEC,0
2013,regular,16,BCS Standings,17,UCLA,Pac-12,0
2013,regular,16,BCS Standings,18,Louisville,American Athletic,0
2013,regular,16,BCS Standings,19,Wisconsin,Big Ten,0
2013,regular,16,BCS Standings,20,Fresno State,Mountain West,0
2013,regular,16,BCS Standings,21,Texas A&M,SEC,0
2013,regular,16,BCS Standings,22,Georgia,SEC,0
2013,regular,16,BCS Standings,23,Northern Illinois,Mid-American,0
2013,regular,16,BCS Standings,24,Duke,ACC,0
2013,regular,16,BCS Standings,25,USC,Pac-12,0
2013,regular,16,AP Top 25,1,Florida State,ACC,56
2013,regular,16,AP Top 25,2,Auburn,SEC,4
2013,regular,16,AP Top 25,3,Alabama,SEC,0
2013,regular,16,AP Top 25,4,Michigan State,Big Ten,0
2013,regular,16,AP Top 25,5,Stanford,Pac-12,0
2013,regular,16,AP Top 25,6,Baylor,Big 12,0
2013,regular,16,AP Top 25,7,Ohio State,Big Ten,0
2013,regular,16,AP Top 25,8,South Carolina,SEC,0
2013,regular,16,AP Top 25,9,Missouri,SEC,0
2013,regular,16,AP Top 25,10,Oregon,Pac-12,0
2013,regular,16,AP Top 25,11,Oklahoma,Big 12,0
2013,regular,16,AP Top 25,12,Clemson,ACC,0
2013,regular,16,AP Top 25,13,Oklahoma State,Big 12,0
2013,regular,16,AP Top 25,14,LSU,SEC,0
2013,regular,16,AP Top 25,15,UCF,American Athletic,0
2013,regular,16,AP Top 25,16,Arizona State,Pac-12,0
2013,regular,16,AP Top 25,17,UCLA,Pac-12,0
2013,regular,16,AP Top 25,18,Louisville,American Athletic,0
2013,regular,16,AP Top 25,19,Wisconsin,Big Ten,0
2013,regular,16,AP Top 25,20,Texas A&M,SEC,0
2013,regular,16,AP Top 25,21,Fresno State,Mountain West,0
2013,regular,16,AP Top 25,22,Duke,ACC,0
2013,regular,16,AP Top 25,23,Georgia,SEC,0
2013,regular,16,AP Top 25,24,Northern Illinois,Mid-American,0
2013,regular,16,AP Top 25,25,Notre Dame,FBS Independents,0
2013,regular,16,Coaches Poll,1,Florida State,ACC,62
2013,regular,16,Coaches Poll,2,Auburn,SEC,0
2013,regular,16,Coaches Poll,3,Alabama,SEC,0
2013,regular,16,Coaches Poll,4,Michigan State,Big Ten,0
2013,regular,16,Coaches Poll,5,Baylor,Big 12,0
2013,regular,16,Coaches Poll,6,Ohio State,Big Ten,0
2013,regular,16,Coaches Poll,7,Stanford,Pac-12,0
2013,regular,16,Coaches Poll,8,South Carolina,SEC,0
2013,regular,16,Coaches Poll,9,Missouri,SEC,0
2013,regular,16,Coaches Poll,10,Oklahoma,Big 12,0
2013,regular,16,Coaches Poll,11,Clemson,ACC,0
2013,regular,16,Coaches Poll,12,Oregon,Pac-12,0
2013,regular,16,Coaches Poll,13,Oklahoma State,Big 12,0
2013,regular,16,Coaches Poll,14,LSU,SEC,0
2013,regular,16,Coaches Poll,15,UCF,American Athletic,0
2013,regular,16,Coaches Poll,16,Louisville,American Athletic,0
2013,regular,16,Coaches Poll,17,Arizona State,Pac-12,0
2013,regular,16,Coaches Poll,18,UCLA,Pac-12,0
2013,regular,16,Coaches Poll,19,Wisconsin,Big Ten,0
2013,regular,16,Coaches Poll,20,Fresno State,Mountain West,0
2013,regular,16,Coaches Poll,21,Duke,ACC,0
2013,regular,16,Coaches Poll,21,Texas A&M,SEC,0
2013,regular,16,Coaches Poll,23,Northern Illinois,Mid-American,0
2013,regular,16,Coaches Poll,24,Georgia,SEC,0
2013,regular,16,Coaches Poll,25,Miami,ACC,0
