season,season_type,week,poll,rank,school,conference,first_place_votes
2014,regular,10,AP Top 25,17,Nebraska,Big Ten,0
2014,regular,10,AP Top 25,18,Utah,Pac-12,0
2014,regular,10,AP Top 25,19,Oklahoma,Big 12,0
2014,regular,10,AP Top 25,20,West Virginia,Big 12,0
2014,regular,10,AP Top 25,21,East Carolina,American Athletic,0
2014,regular,10,AP Top 25,22,Clemson,ACC,0
2014,regular,10,AP Top 25,23,Marshall,Conference USA,0
2014,regular,10,AP Top 25,24,Duke,ACC,0
2014,regular,10,AP Top 25,25,UCLA,Pac-12,0
2014,regular,10,Coaches Poll,1,Mississippi State,SEC,41
2014,regular,10,Coaches Poll,2,Florida State,ACC,21
2014,regular,10,Coaches Poll,3,Alabama,SEC,0
2014,regular,10,Coaches Poll,4,Auburn,SEC,0
2014,regular,10,Coaches Poll,5,Michigan State,Big Ten,0
2014,regular,10,Coaches Poll,6,Oregon,Pac-12,0
2014,regular,10,Coaches Poll,7,Notre Dame,FBS Independents,0
2014,regular,10,Coaches Poll,8,Georgia,SEC,0
2014,regular,10,Coaches Poll,9,Ole Miss,SEC,0
2014,regular,10,Coaches Poll,10,TCU,Big 12,0
2014,regular,10,Coaches Poll,11,Kansas State,Big 12,0
2014,regular,10,Coaches Poll,12,Baylor,Big 12,0
2014,regular,10,Coaches Poll,13,Ohio State,Big Ten,0
2014,regular,10,Coaches Poll,14,Arizona State,Pac-12,0
2014,regular,10,Coaches Poll,15,Arizona,Pac-12,0
2014,regular,10,Coaches Poll,16,Nebraska,Big Ten,0
2014,regular,10,Coaches Poll,17,LSU,SEC,0
2014,regular,10,Coaches Poll,18,Utah,Pac-12,0
2014,regular,10,Coaches Poll,19,East Carolina,American Athletic,0
2014,regular,10,Coaches Poll,20,Oklahoma,Big 12,0
2014,regular,10,Coaches Poll,21,Clemson,ACC,0
2014,regular,10,Coaches Poll,22,West Virginia,Big 12,0
2014,regular,10,Coaches Poll,23,Marshall,Conference USA,0
2014,regular,10,Coaches Poll,24,Duke,ACC,0
2014,regular,10,Coaches Poll,25,UCLA,Pac-12,0
2014,regular,10,FCS Coaches Poll,1,North Dakota State,MVFC,26
2014,regular,10,FCS Coaches Poll,2,Coastal Carolina,Big South,0
2014,regular,10,FCS Coaches Poll,3,Villanova,CAA,0
2014,regular,10,FCS Coaches Poll,4,New Hampshire,CAA,0
2014,regular,10,FCS Coaches Poll,5,Jacksonville State,OVC,0
2014,regular,10,FCS Coaches Poll,6,Illinois State,MVFC,0
2014,regular,10,FCS Coaches Poll,7,Eastern Washington,Big Sky,0
2014,regular,10,FCS Coaches Poll,8,McNeese,Southland,0
2014,regular,10,FCS Coaches Poll,9,Montana State,Big Sky,0
2014,regular,10,FCS Coaches Poll,10,Fordham,Patriot,0
2014,regular,10,FCS Coaches Poll,11,Montana,Big Sky,0
2014,regular,10,FCS Coaches Poll,12,Chattanooga,Southern,0
2014,regular,10,FCS Coaches Poll,13,Youngstown State,MVFC,0
2014,regular,10,FCS Coaches Poll,14,Richmond,CAA,0
2014,regular,10,FCS Coaches Poll,15,SE Louisiana,Southland,0
2014,regular,10,FCS Coaches Poll,16,Eastern Kentucky,OVC,0
2014,regular,10,FCS Coaches Poll,17,William & Mary,CAA,0
2014,regular,10,FCS Coaches Poll,18,Harvard,Ivy,0
2014,regular,10,FCS Coaches Poll,19,South Dakota State,MVFC,0
2014,regular,10,FCS Coaches Poll,20,Bethune-Cookman,MEAC,0
2014,regular,10,FCS Coaches Poll,21,Indiana State,MVFC,0
2014,regular,10,FCS Coaches Poll,22,Northern Iowa,MVFC,0
2014,regular,10,FCS Coaches Poll,23,Stephen F. Austin,Southland,0
2014,regular,10,FCS Coaches Poll,24,Bryant,NEC,0
2014,regular,10,FCS Coaches Poll,25,Southern Illinois,MVFC,0
2014,regular,10,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,26
2014,regular,10,AFCA Division II Coaches Poll,2,Minnesota Duluth,Northern Sun,2
2014,regular,10,AFCA Division II Coaches Poll,3,North Alabama,Gulf South,2
2014,regular,10,AFCA Division II Coaches Poll,4,Lenoir-Rhyne,South Atlantic,0
2014,regular,10,AFCA Division II Coaches Poll,5,Ferris State,GLIAC,0
2014,regular,10,AFCA Division II Coaches Poll,6,Bloomsburg,Pennsylvania State Athletic,0
2014,regular,10,AFCA Division II Coaches Poll,7,Pittsburg St,Mid America,0
2014,regular,10,AFCA Division II Coaches Poll,8,Northwest Missouri St,Mid America,0
2014,regular,10,AFCA Division II Coaches Poll,9,CSU Pueblo,Rocky Mountain,0
2014,regular,10,AFCA Division II Coaches Poll,10,Sioux Falls,Northern Sun,0
2014,regular,10,AFCA Division II Coaches Poll,11,Winston-Salem,CIAA,0
2014,regular,10,AFCA Division II Coaches Poll,12,Ohio Dominican,GLIAC,0
2014,regular,10,AFCA Division II Coaches Poll,13,Ouachita Baptist,Great American,0
2014,regular,10,AFCA Division II Coaches Poll,14,Henderson State,Great American,0
2014,regular,10,AFCA Division II Coaches Poll,15,Concord University,Mountain East,0
2014,regular,10,AFCA Division II Coaches Poll,16,Carson-Newman College,South Atlantic,0
2014,regular,10,AFCA Division II Coaches Poll,17,Harding University,Great American,0
2014,regular,10,AFCA Division II Coaches Poll,18,Colorado School Of Mines,Rocky Mountain,0
2014,regular,10,AFCA Division II Coaches Poll,19,Delta State,Gulf South,0
2014,regular,10,AFCA Division II Coaches Poll,20,West Chester,Pennsylvania State Athletic,0
2014,regular,10,AFCA Division II Coaches Poll,21,Michigan Tech,GLIAC,0
2014,regular,10,AFCA Division II Coaches Poll,22,Shepherd,Mountain East,0
2014,regular,10,AFCA Division II Coaches Poll,23,Ashland,GLIAC,0
2014,regular,10,AFCA Division II Coaches Poll,24,Azusa Pacific,Great Northwest,0
2014,regular,10,AFCA Division II Coaches Poll,25,PennWest California,Pennsylvania State Athletic,0
2014,regular,11,Playoff Committee Rankings,1,Mississippi State,SEC,0
2014,regular,11,Playoff Committee Rankings,2,Florida State,ACC,0
2014,regular,11,Playoff Committee Rankings,3,Auburn,SEC,0
2014,regular,11,Playoff Committee Rankings,4,Oregon,Pac-12,0
2014,regular,11,Playoff Committee Rankings,5,Alabama,SEC,0
2014,regular,11,Playoff Committee Rankings,6,TCU,Big 12,0
2014,regular,11,Playoff Committee Rankings,7,Kansas State,Big 12,0
2014,regular,11,Playoff Committee Rankings,8,Michigan State,Big Ten,0
2014,regular,11,Playoff Committee Rankings,9,Arizona State,Pac-12,0
2014,regular,11,Playoff Committee Rankings,10,Notre Dame,FBS Independents,0
2014,regular,11,Playoff Committee Rankings,11,Ole Miss,SEC,0
2014,regular,11,Playoff Committee Rankings,12,Baylor,Big 12,0
2014,regular,11,Playoff Committee Rankings,13,Nebraska,Big Ten,0
2014,regular,11,Playoff Committee Rankings,14,Ohio State,Big Ten,0
2014,regular,11,Playoff Committee Rankings,15,Oklahoma,Big 12,0
2014,regular,11,Playoff Committee Rankings,16,LSU,SEC,0
2014,regular,11,Playoff Committee Rankings,17,Utah,Pac-12,0
2014,regular,11,Playoff Committee Rankings,18,UCLA,Pac-12,0
2014,regular,11,Playoff Committee Rankings,19,Arizona,Pac-12,0
2014,regular,11,Playoff Committee Rankings,20,Georgia,SEC,0
2014,regular,11,Playoff Committee Rankings,21,Clemson,ACC,0
2014,regular,11,Playoff Committee Rankings,22,Duke,ACC,0
2014,regular,11,Playoff Committee Rankings,23,West Virginia,Big 12,0
2014,regular,11,Playoff Committee Rankings,24,Georgia Tech,ACC,0
2014,regular,11,Playoff Committee Rankings,25,Wisconsin,Big Ten,0
2014,regular,11,AP Top 25,1,Mississippi State,SEC,45
2014,regular,11,AP Top 25,2,Florida State,ACC,15
2014,regular,11,AP Top 25,3,Auburn,SEC,0
2014,regular,11,AP Top 25,4,Alabama,SEC,0
2014,regular,11,AP Top 25,5,Oregon,Pac-12,0
2014,regular,11,AP Top 25,6,TCU,Big 12,0
2014,regular,11,AP Top 25,7,Michigan State,Big Ten,0
2014,regular,11,AP Top 25,8,Notre Dame,FBS Independents,0
2014,regular,11,AP Top 25,9,Kansas State,Big 12,0
2014,regular,11,AP Top 25,10,Baylor,Big 12,0
2014,regular,11,AP Top 25,11,Arizona State,Pac-12,0
2014,regular,11,AP Top 25,12,Ole Miss,SEC,0
2014,regular,11,AP Top 25,13,Ohio State,Big Ten,0
2014,regular,11,AP Top 25,14,LSU,SEC,0
2014,regular,11,AP Top 25,15,Nebraska,Big Ten,0
2014,regular,11,AP Top 25,16,Oklahoma,Big 12,0
2014,regular,11,AP Top 25,17,Georgia,SEC,0
2014,regular,11,AP Top 25,18,UCLA,Pac-12,0
2014,regular,11,AP Top 25,19,Clemson,ACC,0
2014,regular,11,AP Top 25,20,Utah,Pac-12,0
2014,regular,11,AP Top 25,21,Arizona,Pac-12,0
2014,regular,11,AP Top 25,22,Duke,ACC,0
2014,regular,11,AP Top 25,23,Marshall,Conference USA,0
2014,regular,11,AP Top 25,24,West Virginia,Big 12,0
2014,regular,11,AP Top 25,25,Wisconsin,Big Ten,0
2014,regular,11,Coaches Poll,1,Mississippi State,SEC,40
2014,regular,11,Coaches Poll,2,Florida State,ACC,22
2014,regular,11,Coaches Poll,3,Auburn,SEC,0
2014,regular,11,Coaches Poll,4,Alabama,SEC,0
2014,regular,11,Coaches Poll,5,Oregon,Pac-12,0
2014,regular,11,Coaches Poll,6,Michigan State,Big Ten,0
2014,regular,11,Coaches Poll,7,TCU,Big 12,0
2014,regular,11,Coaches Poll,8,Notre Dame,FBS Independents,0
2014,regular,11,Coaches Poll,9,Kansas State,Big 12,0
2014,regular,11,Coaches Poll,10,Baylor,Big 12,0
2014,regular,11,Coaches Poll,11,Ohio State,Big Ten,0
2014,regular,11,Coaches Poll,12,Arizona State,Pac-12,0
2014,regular,11,Coaches Poll,13,Ole Miss,SEC,0
2014,regular,11,Coaches Poll,14,Nebraska,Big Ten,0
2014,regular,11,Coaches Poll,15,LSU,SEC,0
2014,regular,11,Coaches Poll,16,Oklahoma,Big 12,0
2014,regular,11,Coaches Poll,17,Georgia,SEC,0
2014,regular,11,Coaches Poll,18,UCLA,Pac-12,0
2014,regular,11,Coaches Poll,19,Clemson,ACC,0
2014,regular,11,Coaches Poll,20,Duke,ACC,0
2014,regular,11,Coaches Poll,21,Arizona,Pac-12,0
2014,regular,11,Coaches Poll,22,Utah,Pac-12,0
2014,regular,11,Coaches Poll,22,Marshall,Conference USA,0
2014,regular,11,Coaches Poll,24,Wisconsin,Big Ten,0
2014,regular,11,Coaches Poll,25,West Virginia,Big 12,0
2014,regular,11,FCS Coaches Poll,1,North Dakota State,MVFC,26
2014,regular,11,FCS Coaches Poll,2,Coastal Carolina,Big South,0
2014,regular,11,FCS Coaches Poll,3,New Hampshire,CAA,0
2014,regular,11,FCS Coaches Poll,4,Jacksonville State,OVC,0
2014,regular,11,FCS Coaches Poll,5,Eastern Washington,Big Sky,0
2014,regular,11,FCS Coaches Poll,6,McNeese,Southland,0
2014,regular,11,FCS Coaches Poll,7,Villanova,CAA,0
2014,regular,11,FCS Coaches Poll,8,Richmond,CAA,0
2014,regular,11,FCS Coaches Poll,9,Fordham,Patriot,0
2014,regular,11,FCS Coaches Poll,10,Montana,Big Sky,0
2014,regular,11,FCS Coaches Poll,11,Chattanooga,Southern,0
2014,regular,11,FCS Coaches Poll,12,Illinois State,MVFC,0
2014,regular,11,FCS Coaches Poll,13,Youngstown State,MVFC,0
2014,regular,11,FCS Coaches Poll,14,SE Louisiana,Southland,0
2014,regular,11,FCS Coaches Poll,15,Eastern Kentucky,OVC,0
2014,regular,11,FCS Coaches Poll,16,Montana State,Big Sky,0
2014,regular,11,FCS Coaches Poll,17,Harvard,Ivy,0
2014,regular,11,FCS Coaches Poll,18,Bethune-Cookman,MEAC,0
2014,regular,11,FCS Coaches Poll,19,Indiana State,MVFC,0
2014,regular,11,FCS Coaches Poll,20,Northern Iowa,MVFC,0
2014,regular,11,FCS Coaches Poll,21,Bryant,NEC,0
2014,regular,11,FCS Coaches Poll,22,South Dakota State,MVFC,0
2014,regular,11,FCS Coaches Poll,23,Cal Poly,Big Sky,0
2014,regular,11,FCS Coaches Poll,24,Southern Illinois,MVFC,0
2014,regular,11,FCS Coaches Poll,25,William & Mary,CAA,0
2014,regular,11,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,28
2014,regular,11,AFCA Division II Coaches Poll,2,Minnesota Duluth,Northern Sun,1
2014,regular,11,AFCA Division II Coaches Poll,3,Lenoir-Rhyne,South Atlantic,2
2014,regular,11,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,0
2014,regular,11,AFCA Division II Coaches Poll,5,Bloomsburg,Pennsylvania State Athletic,0
2014,regular,11,AFCA Division II Coaches Poll,6,Pittsburg St,Mid America,0
2014,regular,11,AFCA Division II Coaches Poll,7,Northwest Missouri St,Mid America,0
2014,regular,11,AFCA Division II Coaches Poll,8,CSU Pueblo,Rocky Mountain,0
2014,regular,11,AFCA Division II Coaches Poll,9,Ouachita Baptist,Great American,0
2014,regular,11,AFCA Division II Coaches Poll,10,Winston-Salem,CIAA,0
2014,regular,11,AFCA Division II Coaches Poll,11,Ohio Dominican,GLIAC,0
2014,regular,11,AFCA Division II Coaches Poll,12,Delta State,Gulf South,0
2014,regular,11,AFCA Division II Coaches Poll,13,Concord University,Mountain East,0
2014,regular,11,AFCA Division II Coaches Poll,14,Henderson State,Great American,0
2014,regular,11,AFCA Division II Coaches Poll,15,North Alabama,Gulf South,0
2014,regular,11,AFCA Division II Coaches Poll,16,Harding University,Great American,0
2014,regular,11,AFCA Division II Coaches Poll,17,Sioux Falls,Northern Sun,0
2014,regular,11,AFCA Division II Coaches Poll,18,West Chester,Pennsylvania State Athletic,0
2014,regular,11,AFCA Division II Coaches Poll,19,Colorado School Of Mines,Rocky Mountain,0
2014,regular,11,AFCA Division II Coaches Poll,20,Michigan Tech,GLIAC,0
2014,regular,11,AFCA Division II Coaches Poll,21,Shepherd,Mountain East,0
2014,regular,11,AFCA Division II Coaches Poll,22,Ashland,GLIAC,0
2014,regular,11,AFCA Division II Coaches Poll,23,Azusa Pacific,Great Northwest,0
2014,regular,11,AFCA Division II Coaches Poll,24,Carson-Newman College,South Atlantic,0
2014,regular,11,AFCA Division II Coaches Poll,25,Indianapolis,Great Lakes,0
2014,regular,12,Playoff Committee Rankings,1,Mississippi State,SEC,0
2014,regular,12,Playoff Committee Rankings,2,Oregon,Pac-12,0
2014,regular,12,Playoff Committee Rankings,3,Florida State,ACC,0
2014,regular,12,Playoff Committee Rankings,4,TCU,Big 12,0
2014,regular,12,Playoff Committee Rankings,5,Alabama,SEC,0
2014,regular,12,Playoff Committee Rankings,6,Arizona State,Pac-12,0
2014,regular,12,Playoff Committee Rankings,7,Baylor,Big 12,0
2014,regular,12,Playoff Committee Rankings,8,Ohio State,Big Ten,0
2014,regular,12,Playoff Committee Rankings,9,Auburn,SEC,0
2014,regular,12,Playoff Committee Rankings,10,Ole Miss,SEC,0
2014,regular,12,Playoff Committee Rankings,11,UCLA,Pac-12,0
2014,regular,12,Playoff Committee Rankings,12,Michigan State,Big Ten,0
2014,regular,12,Playoff Committee Rankings,13,Kansas State,Big 12,0
2014,regular,12,Playoff Committee Rankings,14,Arizona,Pac-12,0
2014,regular,12,Playoff Committee Rankings,15,Georgia,SEC,0
2014,regular,12,Playoff Committee Rankings,16,Nebraska,Big Ten,0
2014,regular,12,Playoff Committee Rankings,17,LSU,SEC,0
2014,regular,12,Playoff Committee Rankings,18,Notre Dame,FBS Independents,0
2014,regular,12,Playoff Committee Rankings,19,Clemson,ACC,0
2014,regular,12,Playoff Committee Rankings,20,Wisconsin,Big Ten,0
2014,regular,12,Playoff Committee Rankings,21,Duke,ACC,0
2014,regular,12,Playoff Committee Rankings,22,Georgia Tech,ACC,0
2014,regular,12,Playoff Committee Rankings,23,Utah,Pac-12,0
2014,regular,12,Playoff Committee Rankings,24,Texas A&M,SEC,0
2014,regular,12,Playoff Committee Rankings,25,Minnesota,Big Ten,0
2014,regular,12,AP Top 25,1,Mississippi State,SEC,48
2014,regular,12,AP Top 25,2,Florida State,ACC,12
2014,regular,12,AP Top 25,3,Oregon,Pac-12,0
2014,regular,12,AP Top 25,4,Alabama,SEC,0
2014,regular,12,AP Top 25,5,TCU,Big 12,0
2014,regular,12,AP Top 25,6,Baylor,Big 12,0
2014,regular,12,AP Top 25,7,Arizona State,Pac-12,0
2014,regular,12,AP Top 25,8,Ohio State,Big Ten,0
2014,regular,12,AP Top 25,9,Auburn,SEC,0
2014,regular,12,AP Top 25,10,Ole Miss,SEC,0
2014,regular,12,AP Top 25,11,Nebraska,Big Ten,0
2014,regular,12,AP Top 25,12,Michigan State,Big Ten,0
2014,regular,12,AP Top 25,13,Kansas State,Big 12,0
2014,regular,12,AP Top 25,14,UCLA,Pac-12,0
2014,regular,12,AP Top 25,15,Notre Dame,FBS Independents,0
2014,regular,12,AP Top 25,16,Georgia,SEC,0
2014,regular,12,AP Top 25,17,Arizona,Pac-12,0
2014,regular,12,AP Top 25,18,Clemson,ACC,0
2014,regular,12,AP Top 25,19,Duke,ACC,0
2014,regular,12,AP Top 25,20,LSU,SEC,0
2014,regular,12,AP Top 25,21,Marshall,Conference USA,0
2014,regular,12,AP Top 25,22,Wisconsin,Big Ten,0
2014,regular,12,AP Top 25,23,Colorado State,Mountain West,0
2014,regular,12,AP Top 25,24,Georgia Tech,ACC,0
2014,regular,12,AP Top 25,25,Utah,Pac-12,0
2014,regular,12,Coaches Poll,1,Mississippi State,SEC,41
2014,regular,12,Coaches Poll,2,Florida State,ACC,20
2014,regular,12,Coaches Poll,3,Alabama,SEC,0
2014,regular,12,Coaches Poll,4,Oregon,Pac-12,1
2014,regular,12,Coaches Poll,5,TCU,Big 12,0
2014,regular,12,Coaches Poll,6,Baylor,Big 12,0
2014,regular,12,Coaches Poll,7,Ohio State,Big Ten,0
2014,regular,12,Coaches Poll,8,Arizona State,Pac-12,0
2014,regular,12,Coaches Poll,9,Auburn,SEC,0
2014,regular,12,Coaches Poll,10,Ole Miss,SEC,0
2014,regular,12,Coaches Poll,11,Nebraska,Big Ten,0
2014,regular,12,Coaches Poll,12,Michigan State,Big Ten,0
2014,regular,12,Coaches Poll,13,Kansas State,Big 12,0
2014,regular,12,Coaches Poll,14,Georgia,SEC,0
2014,regular,12,Coaches Poll,15,UCLA,Pac-12,0
2014,regular,12,Coaches Poll,16,Notre Dame,FBS Independents,0
2014,regular,12,Coaches Poll,17,Clemson,ACC,0
2014,regular,12,Coaches Poll,18,Arizona,Pac-12,0
2014,regular,12,Coaches Poll,19,Duke,ACC,0
2014,regular,12,Coaches Poll,20,LSU,SEC,0
2014,regular,12,Coaches Poll,21,Marshall,Conference USA,0
2014,regular,12,Coaches Poll,22,Wisconsin,Big Ten,0
2014,regular,12,Coaches Poll,23,Georgia Tech,ACC,0
2014,regular,12,Coaches Poll,24,Oklahoma,Big 12,0
2014,regular,12,Coaches Poll,25,Colorado State,Mountain West,0
2014,regular,12,FCS Coaches Poll,1,Coastal Carolina,Big South,20
2014,regular,12,FCS Coaches Poll,2,New Hampshire,CAA,4
2014,regular,12,FCS Coaches Poll,3,Jacksonville State,OVC,2
2014,regular,12,FCS Coaches Poll,4,North Dakota State,MVFC,0
2014,regular,12,FCS Coaches Poll,5,Eastern Washington,Big Sky,0
2014,regular,12,FCS Coaches Poll,6,Villanova,CAA,0
2014,regular,12,FCS Coaches Poll,7,Illinois State,MVFC,0
2014,regular,12,FCS Coaches Poll,8,Fordham,Patriot,0
2014,regular,12,FCS Coaches Poll,9,Chattanooga,Southern,0
2014,regular,12,FCS Coaches Poll,10,SE Louisiana,Southland,0
2014,regular,12,FCS Coaches Poll,11,McNeese,Southland,0
2014,regular,12,FCS Coaches Poll,12,Northern Iowa,MVFC,0
2014,regular,12,FCS Coaches Poll,13,Montana State,Big Sky,0
2014,regular,12,FCS Coaches Poll,14,Richmond,CAA,0
2014,regular,12,FCS Coaches Poll,15,Montana,Big Sky,0
2014,regular,12,FCS Coaches Poll,16,Youngstown State,MVFC,0
2014,regular,12,FCS Coaches Poll,17,Harvard,Ivy,0
2014,regular,12,FCS Coaches Poll,18,Bethune-Cookman,MEAC,0
2014,regular,12,FCS Coaches Poll,19,South Dakota State,MVFC,0
2014,regular,12,FCS Coaches Poll,20,Eastern Kentucky,OVC,0
2014,regular,12,FCS Coaches Poll,21,Bryant,NEC,0
2014,regular,12,FCS Coaches Poll,22,Southern Illinois,MVFC,0
2014,regular,12,FCS Coaches Poll,23,William & Mary,CAA,0
2014,regular,12,FCS Coaches Poll,24,Stephen F. Austin,Southland,0
2014,regular,12,FCS Coaches Poll,25,Indiana State,MVFC,0
2014,regular,12,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,29
2014,regular,12,AFCA Division II Coaches Poll,2,Minnesota Duluth,Northern Sun,0
2014,regular,12,AFCA Division II Coaches Poll,3,Lenoir-Rhyne,South Atlantic,1
2014,regular,12,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,1
2014,regular,12,AFCA Division II Coaches Poll,5,Bloomsburg,Pennsylvania State Athletic,0
2014,regular,12,AFCA Division II Coaches Poll,6,Pittsburg St,Mid America,0
2014,regular,12,AFCA Division II Coaches Poll,7,Northwest Missouri St,Mid America,0
2014,regular,12,AFCA Division II Coaches Poll,8,CSU Pueblo,Rocky Mountain,0
2014,regular,12,AFCA Division II Coaches Poll,9,Ouachita Baptist,Great American,0
2014,regular,12,AFCA Division II Coaches Poll,10,Winston-Salem,CIAA,0
2014,regular,12,AFCA Division II Coaches Poll,11,Ohio Dominican,GLIAC,0
2014,regular,12,AFCA Division II Coaches Poll,12,Concord University,Mountain East,0
2014,regular,12,AFCA Division II Coaches Poll,13,Delta State,Gulf South,0
2014,regular,12,AFCA Division II Coaches Poll,14,Henderson State,Great American,0
2014,regular,12,AFCA Division II Coaches Poll,15,North Alabama,Gulf South,0
2014,regular,12,AFCA Division II Coaches Poll,16,Harding University,Great American,0
2014,regular,12,AFCA Division II Coaches Poll,17,West Chester,Pennsylvania State Athletic,0
2014,regular,12,AFCA Division II Coaches Poll,18,Sioux Falls,Northern Sun,0
2014,regular,12,AFCA Division II Coaches Poll,19,Colorado School Of Mines,Rocky Mountain,0
2014,regular,12,AFCA Division II Coaches Poll,20,Michigan Tech,GLIAC,0
2014,regular,12,AFCA Division II Coaches Poll,21,Shepherd,Mountain East,0
2014,regular,12,AFCA Division II Coaches Poll,22,Azusa Pacific,Great Northwest,0
2014,regular,12,AFCA Division II Coaches Poll,23,Indianapolis,Great Lakes,0
2014,regular,12,AFCA Division II Coaches Poll,24,East Texas A&M,Lone Star,0
2014,regular,12,AFCA Division II Coaches Poll,25,Valdosta State,Gulf South,0
2014,regular,13,Playoff Committee Rankings,1,Alabama,SEC,0
2014,regular,13,Playoff Committee Rankings,2,Oregon,Pac-12,0
2014,regular,13,Playoff Committee Rankings,3,Florida State,ACC,0
2014,regular,13,Playoff Committee Rankings,4,Mississippi State,SEC,0
2014,regular,13,Playoff Committee Rankings,5,TCU,Big 12,0
2014,regular,13,Playoff Committee Rankings,6,Ohio State,Big Ten,0
2014,regular,13,Playoff Committee Rankings,7,Baylor,Big 12,0
2014,regular,13,Playoff Committee Rankings,8,Ole Miss,SEC,0
2014,regular,13,Playoff Committee Rankings,9,UCLA,Pac-12,0
2014,regular,13,Playoff Committee Rankings,10,Georgia,SEC,0
2014,regular,13,Playoff Committee Rankings,11,Michigan State,Big Ten,0
2014,regular,13,Playoff Committee Rankings,12,Kansas State,Big 12,0
2014,regular,13,Playoff Committee Rankings,13,Arizona State,Pac-12,0
2014,regular,13,Playoff Committee Rankings,14,Auburn,SEC,0
2014,regular,13,Playoff Committee Rankings,15,Arizona,Pac-12,0
2014,regular,13,Playoff Committee Rankings,16,Wisconsin,Big Ten,0
2014,regular,13,Playoff Committee Rankings,17,Utah,Pac-12,0
2014,regular,13,Playoff Committee Rankings,18,Georgia Tech,ACC,0
2014,regular,13,Playoff Committee Rankings,19,USC,Pac-12,0
2014,regular,13,Playoff Committee Rankings,20,Missouri,SEC,0
2014,regular,13,Playoff Committee Rankings,21,Oklahoma,Big 12,0
2014,regular,13,Playoff Committee Rankings,22,Clemson,ACC,0
2014,regular,13,Playoff Committee Rankings,23,Nebraska,Big Ten,0
2014,regular,13,Playoff Committee Rankings,24,Louisville,ACC,0
2014,regular,13,Playoff Committee Rankings,25,Minnesota,Big Ten,0
2014,regular,13,AP Top 25,1,Florida State,ACC,43
2014,regular,13,AP Top 25,2,Alabama,SEC,16
2014,regular,13,AP Top 25,3,Oregon,Pac-12,1
2014,regular,13,AP Top 25,4,Mississippi State,SEC,0
2014,regular,13,AP Top 25,5,TCU,Big 12,0
2014,regular,13,AP Top 25,6,Baylor,Big 12,0
2014,regular,13,AP Top 25,7,Ohio State,Big Ten,0
2014,regular,13,AP Top 25,8,Ole Miss,SEC,0
2014,regular,13,AP Top 25,9,Georgia,SEC,0
2014,regular,13,AP Top 25,10,Michigan State,Big Ten,0
2014,regular,13,AP Top 25,11,UCLA,Pac-12,0
2014,regular,13,AP Top 25,12,Kansas State,Big 12,0
2014,regular,13,AP Top 25,13,Arizona State,Pac-12,0
2014,regular,13,AP Top 25,14,Wisconsin,Big Ten,0
2014,regular,13,AP Top 25,15,Arizona,Pac-12,0
2014,regular,13,AP Top 25,16,Auburn,SEC,0
2014,regular,13,AP Top 25,17,Georgia Tech,ACC,0
2014,regular,13,AP Top 25,18,Marshall,Conference USA,0
2014,regular,13,AP Top 25,19,Missouri,SEC,0
2014,regular,13,AP Top 25,20,Utah,Pac-12,0
2014,regular,13,AP Top 25,21,Nebraska,Big Ten,0
2014,regular,13,AP Top 25,22,Colorado State,Mountain West,0
2014,regular,13,AP Top 25,23,Oklahoma,Big 12,0
2014,regular,13,AP Top 25,24,USC,Pac-12,0
2014,regular,13,AP Top 25,25,Duke,ACC,0
2014,regular,13,Coaches Poll,1,Florida State,ACC,39
2014,regular,13,Coaches Poll,2,Alabama,SEC,17
2014,regular,13,Coaches Poll,3,Oregon,Pac-12,6
2014,regular,13,Coaches Poll,4,Mississippi State,SEC,0
2014,regular,13,Coaches Poll,5,TCU,Big 12,0
2014,regular,13,Coaches Poll,6,Baylor,Big 12,0
2014,regular,13,Coaches Poll,7,Ohio State,Big Ten,0
2014,regular,13,Coaches Poll,8,Ole Miss,SEC,0
2014,regular,13,Coaches Poll,9,Michigan State,Big Ten,0
2014,regular,13,Coaches Poll,10,Georgia,SEC,0
2014,regular,13,Coaches Poll,11,Kansas State,Big 12,0
2014,regular,13,Coaches Poll,12,UCLA,Pac-12,0
2014,regular,13,Coaches Poll,13,Arizona,Pac-12,0
2014,regular,13,Coaches Poll,14,Arizona State,Pac-12,0
2014,regular,13,Coaches Poll,15,Wisconsin,Big Ten,0
2014,regular,13,Coaches Poll,16,Georgia Tech,ACC,0
2014,regular,13,Coaches Poll,17,Auburn,SEC,0
2014,regular,13,Coaches Poll,18,Marshall,Conference USA,0
2014,regular,13,Coaches Poll,19,Nebraska,Big Ten,0
2014,regular,13,Coaches Poll,20,Missouri,SEC,0
2014,regular,13,Coaches Poll,21,Utah,Pac-12,0
2014,regular,13,Coaches Poll,22,Oklahoma,Big 12,0
2014,regular,13,Coaches Poll,23,Colorado State,Mountain West,0
2014,regular,13,Coaches Poll,24,USC,Pac-12,0
2014,regular,13,Coaches Poll,25,Duke,ACC,0
2014,regular,13,FCS Coaches Poll,1,Coastal Carolina,Big South,20
2014,regular,13,FCS Coaches Poll,2,New Hampshire,CAA,4
2014,regular,13,FCS Coaches Poll,3,Jacksonville State,OVC,1
